Starling ID,Headwords,Gloss,review_tier,chosen_abbr,chosen_field,llm_second,second_field,v1_choice,v1_field,v2_choice,v2_field,agrees_v1,agrees_v2
PDR1657,*sam-,"to kill, destroy",2-llm-plus-one,BP_KI,Body Parts & Functions — to Kill,PT_DE,Possession & Trade — to Destroy,BP_KI,Body Parts & Functions — to Kill,PT_DE,Possession & Trade — to Destroy,YES,
PDR1658,*Samb-,fish,1-all-three-agree,AN_FI,Animals — Fish (n),AN_AN,Animals — Animal,AN_FI,Animals — Fish (n),AN_FI,Animals — Fish (n),YES,YES
PDR1659,*samVṭ- (?),"hammer, sledge-hammer",1-all-three-agree,PA_HA,Physical Acts & Materials — Hammer (n),PA_TO,Physical Acts & Materials — Tool,PA_HA,Physical Acts & Materials — Hammer (n),PA_HA,Physical Acts & Materials — Hammer (n),YES,YES
PDR1660,*saṇpag-,campaka tree and its flower,1-all-three-agree,AV_FL,Agriculture & Vegetation — Flower,AV_TR,Agriculture & Vegetation — Tree (generic),AV_FL,Agriculture & Vegetation — Flower,AV_FL,Agriculture & Vegetation — Flower,YES,YES
PDR1661,*śaŋk-,armpit; to tickle,3-llm-alone,BP_AR,Body Parts & Functions — Arm,BP_BO,Body Parts & Functions — Body,CA_BR,"Clothing & Adornment — Armband, Bracelet",BP_EL,Body Parts & Functions — Elbow,,
PDR1662,*saŋk- (?),neck,1-all-three-agree,BP_NK,Body Parts & Functions — Neck,BP_TR,Body Parts & Functions — Throat,BP_NK,Body Parts & Functions — Neck,BP_NK,Body Parts & Functions — Neck,YES,YES
PDR1663,*sap-,tasteless,3-llm-alone,SP_SA,Sense Perception — Salty,EM_BD,Emotion — Bad,SP_TO,"Sense Perception — Taste (n, subj)",SP_TJ,Sense Perception — to Taste (subj),,
PDR1664,*sap-,1 to chew 2 to suck,3-llm-alone,BP_BI,Body Parts & Functions — to Bite,FD_SU,"Food & Drink — to Suck, Suckle",FD_SU,"Food & Drink — to Suck, Suckle",FD_SU,"Food & Drink — to Suck, Suckle",,
PDR1665,*śàrac-,snake,1-all-three-agree,AN_SK,Animals — Snake,AN_AN,Animals — Animal,AN_SK,Animals — Snake,AN_SK,Animals — Snake,YES,YES
PDR1666,*sarak-,"articles, goods",3-llm-alone,PT_PY,Possession & Trade — Property,PT_TR,Possession & Trade — Treasure,PT_PF,"Possession & Trade — Gain, Profit",PT_SS,"Possession & Trade — Store, Shop (n)",,
PDR1667,*saṟ-,neck,1-all-three-agree,BP_NK,Body Parts & Functions — Neck,BP_BA,Body Parts & Functions — Back,BP_NK,Body Parts & Functions — Neck,BP_NK,Body Parts & Functions — Neck,YES,YES
PDR1668,*sas-,"straight, right, correct",1-all-three-agree,SR_SG,Spatial Relations — Straight,EM_GD,Emotion — Good,SR_SG,Spatial Relations — Straight,SR_SG,Spatial Relations — Straight,YES,YES
PDR1669,*Saṭ-,"shoulder, shoulder-blade; wing",2-llm-plus-one,BP_SD,Body Parts & Functions — Shoulder,BP_WI,Body Parts & Functions — Wing,BP_WI,Body Parts & Functions — Wing,BP_SD,Body Parts & Functions — Shoulder,,YES
PDR1670,*saṭuv-,ladle,2-llm-plus-one,FD_SP,Food & Drink — Spoon,FD_PO,Food & Drink — Pot,FD_ML,Food & Drink — Mill,FD_SP,Food & Drink — Spoon,,YES
PDR1671,*śav-,1 to pound (rice) 2 mortar,3-llm-alone,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",FD_GR,Food & Drink — to Grind,PA_MO,Physical Acts & Materials — Mortar,PA_MO,Physical Acts & Materials — Mortar,,
PDR1672,*sav-,ready,1-all-three-agree,TI_RE,Time — Ready (adj),EM_GD,Emotion — Good,TI_RE,Time — Ready (adj),TI_RE,Time — Ready (adj),YES,YES
PDR1673,*Sav-,taste,2-llm-plus-one,SP_TO,"Sense Perception — Taste (n, subj)",SP_ST,Sense Perception — Sweet,SP_TO,"Sense Perception — Taste (n, subj)",SP_TJ,Sense Perception — to Taste (subj),YES,
PDR1674,*Sav- (?),"flesh, meat",1-all-three-agree,FD_ME,Food & Drink — Meat,BP_FL,Body Parts & Functions — Flesh,FD_ME,Food & Drink — Meat,FD_ME,Food & Drink — Meat,YES,YES
PDR1675,*Savar-,"to rub in, apply oil",1-all-three-agree,PA_RU,Physical Acts & Materials — to Rub,FD_OI,Food & Drink — Oil,PA_RU,Physical Acts & Materials — to Rub,PA_RU,Physical Acts & Materials — to Rub,YES,YES
PDR1676,*saẓ- (?),breast,3-llm-alone,BP_UA,Body Parts & Functions — Udder of Animals,BP_BW,Body Parts & Functions — Breast of Woman,BP_BW,Body Parts & Functions — Breast of Woman,BP_BW,Body Parts & Functions — Breast of Woman,,
PDR1677,*saẓap-,cowdung,3-llm-alone,AN_CB,"Animals — Cattle, Bovines",FD_ME,Food & Drink — Meat,AN_CO,Animals — Cow,AN_CO,Animals — Cow,,
PDR1678,*śāḏ-,six,3-llm-alone,QN_NN,Quantity & Number — Numerals,QN_QN,"Quantity & Number — Amount, Quantity",QN_EN,Quantity & Number — Enough,QN_TH,Quantity & Number — Three,,
PDR1679,*sāj-,to leave; to cease,3-llm-alone,SR_LE,"Spatial Relations — to Leave, Relinquish",SR_RM,"Spatial Relations — to Stay, Wait, Remain",TI_CE,Time — to Cease,MO_GA,"Motion & Transportation — to Depart, Go Away",,
PDR1680,*sāj- (*c-),"beauty, light",3-llm-alone,SP_BR,Sense Perception — Bright,EM_BF,Emotion — Beautiful,EM_BF,Emotion — Beautiful,SP_SH,"Sense Perception — to Shine, Glisten",,
PDR1681,*śāk-,hunger,1-all-three-agree,FD_HU,Food & Drink — Hunger (n),BP_SS,Body Parts & Functions — Sick; Sickness,FD_HU,Food & Drink — Hunger (n),FD_HU,Food & Drink — Hunger (n),YES,YES
PDR1682,*sāl,furrow,1-all-three-agree,AV_FU,Agriculture & Vegetation — Furrow (n),SR_LN,Spatial Relations — Line,AV_FU,Agriculture & Vegetation — Furrow (n),AV_FU,Agriculture & Vegetation — Furrow (n),YES,YES
PDR1683,*sāl-,to be able; sufficient,3-llm-alone,PA_US,Physical Acts & Materials — to Use,MT_IR,"Mind & Thought — Reason, Intelligence",QN_EN,Quantity & Number — Enough,EM_DE,Emotion — to Desire,,
PDR1684,*sānḍ-,menstrual discharge; semen,4-unclassified,BP_SI,,BP_TS,Body Parts & Functions — Testicle,BP_SI,Body Parts & Functions — to have Sexual Intercourse,BP_BW,Body Parts & Functions — Breast of Woman,,
PDR1685,*sā(ŋ)k-,"to rear, bring up",4-unclassified,MO_AR,,PA_WV,"Physical Acts & Materials — to Work, Toil",MO_AR,"Motion & Transportation — to Reach, Arrive",MO_RL,"Motion & Transportation — to Lift, Raise",,
PDR1686,*sār- (?),"to be left over, in excess",3-llm-alone,SR_RL,"Spatial Relations — to Remain, be Left Over",MO_FA,Motion & Transportation — to Fall,PT_SP,Possession & Trade — to Spoil,QN_FU,Quantity & Number — Full,,
PDR1687,*sār-i,"time, turn",3-llm-alone,TI_TI,Time — Time (period),QN_NN,Quantity & Number — Numerals,TI_CW,"Time — Clock, Watch",TI_NO,Time — Now,,
PDR1688,*śārp-,thorn,3-llm-alone,AV_PN,"Agriculture & Vegetation — Plant, Herb",PW_SR,"Physical World — Rock, Stone",WH_SP,Warfare & Hunting — Spear,WH_SW,Warfare & Hunting — Sword,,
PDR1689,*sā̆ṟŋ-,sāl tree,1-all-three-agree,AV_TR,Agriculture & Vegetation — Tree (generic),PW_WF,"Physical World — Woods, Forest",AV_TR,Agriculture & Vegetation — Tree (generic),AV_TR,Agriculture & Vegetation — Tree (generic),YES,YES
PDR1690,*seḍ-,"rotten, stinking",1-all-three-agree,SP_BD,"Sense Perception — Stinking, Bad Smelling",SP_VO,Sense Perception — to Smell (obj),SP_BD,"Sense Perception — Stinking, Bad Smelling",SP_BD,"Sense Perception — Stinking, Bad Smelling",YES,YES
PDR1691,*Sei(p)-,1 broom 2 to sweep,2-llm-plus-one,PA_SW,Physical Acts & Materials — to Sweep,PA_BM,Physical Acts & Materials — Broom,PA_BM,Physical Acts & Materials — Broom,PA_SW,Physical Acts & Materials — to Sweep,,YES
PDR1692,*Sek- (?),near,1-all-three-agree,SR_NE,Spatial Relations — Near (adj),SR_DP,Spatial Relations — Deep,SR_NE,Spatial Relations — Near (adj),SR_NE,Spatial Relations — Near (adj),YES,YES
PDR1693,*sel- (*c-),"to split, crack",2-llm-plus-one,PA_SP,Physical Acts & Materials — to Split,PA_CU,Physical Acts & Materials — to Cut,PA_SP,Physical Acts & Materials — to Split,PA_TE,Physical Acts & Materials — to Tear,YES,
PDR1694,*Sen-,"to smell, stink",3-llm-alone,SP_VO,Sense Perception — to Smell (obj),SP_BD,"Sense Perception — Stinking, Bad Smelling",SP_BD,"Sense Perception — Stinking, Bad Smelling",SP_BD,"Sense Perception — Stinking, Bad Smelling",,
PDR1695,*Send-,cloth,1-all-three-agree,CA_CL,Clothing & Adornment — Cloth,CA_FL,"Clothing & Adornment — Flax, Linen",CA_CL,Clothing & Adornment — Cloth,CA_CL,Clothing & Adornment — Cloth,YES,YES
PDR1696,*śeṟn-,"ear (of corn, paddy)",3-llm-alone,AV_CH,"Agriculture & Vegetation — Crop, Harvest",AV_RI,Agriculture & Vegetation — Rice,BP_EA,Body Parts & Functions — Ear,AV_GG,"Agriculture & Vegetation — Grain (generic, British Corn)",,
PDR1697,*śēd-,porcupine,3-llm-alone,AN_IN,Animals — Insect,AN_AN,Animals — Animal,AN_SW,Animals — Swine,AN_BU,Animals — Bull,,
PDR1698,*sēn-,frost,1-all-three-agree,PW_IC,"Physical World — Ice, Frost",PW_WE,Physical World — Weather,PW_IC,"Physical World — Ice, Frost",PW_IC,"Physical World — Ice, Frost",YES,YES
PDR1699,*sēn- (?),many,1-all-three-agree,QN_MM,"Quantity & Number — Much, Many",QN_EA,"Quantity & Number — All, Every",QN_MM,"Quantity & Number — Much, Many",QN_MM,"Quantity & Number — Much, Many",YES,YES
PDR1700,*Sēnd-,"to draw out, remove",2-llm-plus-one,PA_DP,"Physical Acts & Materials — to Draw, Pull",MO_CA,"Motion & Transportation — to Bear, Carry",BP_SH,"Body Parts & Functions — Skin, Hide",PA_DP,"Physical Acts & Materials — to Draw, Pull",,YES
PDR1701,*śē(ŋ)k-,to breathe heavily; asthma,1-all-three-agree,BP_BB,Body Parts & Functions — to Breathe; Breath,BP_TR,Body Parts & Functions — Throat,BP_BB,Body Parts & Functions — to Breathe; Breath,BP_BB,Body Parts & Functions — to Breathe; Breath,YES,YES
PDR1702,*śēr-,plough,1-all-three-agree,AV_PL,Agriculture & Vegetation — to Plow; Plow,PA_TO,Physical Acts & Materials — Tool,AV_PL,Agriculture & Vegetation — to Plow; Plow,AV_PL,Agriculture & Vegetation — to Plow; Plow,YES,YES
PDR1703,*sēr-,"1 to join, unite 2 to go",2-llm-plus-one,SR_JU,"Spatial Relations — to Join, Unite",MO_GO,Motion & Transportation — to Go,SR_JU,"Spatial Relations — to Join, Unite",SO_ME,Social Relations — to Meet,YES,
PDR1704,*śēr- (*-ḏ-),husband's brother's wife,3-llm-alone,MK_SW,Mankind — Sister-in-Law,MK_RE,Mankind — Relative(s),MK_BL,Mankind — Brother-in-Law,MK_BL,Mankind — Brother-in-Law,,
PDR1705,*sēr- (?),"neck, shoulder",1-all-three-agree,BP_NK,Body Parts & Functions — Neck,BP_SD,Body Parts & Functions — Shoulder,BP_NK,Body Parts & Functions — Neck,BP_NK,Body Parts & Functions — Neck,YES,YES
PDR1706,*śig-,"1 to sprout, shoot 2 young leaf",2-llm-plus-one,AV_SS,Agriculture & Vegetation — to Sow; Seed,AV_LE,Agriculture & Vegetation — Leaf,AV_LE,Agriculture & Vegetation — Leaf,AV_SS,Agriculture & Vegetation — to Sow; Seed,,YES
PDR1707,*sigg-,shame,1-all-three-agree,EM_SH,Emotion — Shame (n),EM_AG,Emotion — Anger,EM_SH,Emotion — Shame (n),EM_SH,Emotion — Shame (n),YES,YES
PDR1708,*śil-,not to be,3-llm-alone,BP_DD,Body Parts & Functions — to Die; Dead; Death,MT_UN,Mind & Thought — to Understand,TI_NV,Time — Never,TI_CE,Time — to Cease,,
PDR1709,*Sil-,to peel off,2-llm-plus-one,PA_FS,"Physical Acts & Materials — to Flay, Skin",PA_CU,Physical Acts & Materials — to Cut,BP_SH,"Body Parts & Functions — Skin, Hide",PA_FS,"Physical Acts & Materials — to Flay, Skin",,YES
PDR1710,*Siḷ-p-,chip of wood,1-all-three-agree,PW_WD,"Physical World — Wood, Timber",AV_BN,Agriculture & Vegetation — Branch,PW_WD,"Physical World — Wood, Timber",PW_WD,"Physical World — Wood, Timber",YES,YES
PDR1711,*śim-,"to wink, eyelid",3-llm-alone,BP_EY,Body Parts & Functions — Eye,SP_SH,"Sense Perception — to Shine, Glisten",EM_LS,"Emotion — to Laugh, Smile",BP_YG,"Body Parts & Functions — to Gape, Yawn",,
PDR1712,*sint-,tamarind tree,3-llm-alone,FD_FR,Food & Drink — Fruit,AV_TR,Agriculture & Vegetation — Tree (generic),AV_TR,Agriculture & Vegetation — Tree (generic),AV_TR,Agriculture & Vegetation — Tree (generic),,
PDR1713,*śip-,shell,3-llm-alone,AN_FI,Animals — Fish (n),PW_SR,"Physical World — Rock, Stone",AN_PI,Animals — Pig,FD_DI,Food & Drink — Dish,,
PDR1714,*śir-,1 black 2 charcoal 3 night,3-llm-alone,SP_BK,Sense Perception — Black,TI_NG,Time — Night,TI_NG,Time — Night,TI_NG,Time — Night,,
PDR1715,*siv-aŋ-,a k. of predator,2-llm-plus-one,AN_LN,Animals — Lion,AN_AN,Animals — Animal,AN_SK,Animals — Snake,AN_LN,Animals — Lion,,YES
PDR1716,*siẓ- (?),"yellow, saffron",1-all-three-agree,SP_YL,Sense Perception — Yellow,FD_VE,Food & Drink — Vegetables,SP_YL,Sense Perception — Yellow,SP_YL,Sense Perception — Yellow,YES,YES
PDR1717,*sī-,a k. of small tree or shrub with nuts,1-all-three-agree,AV_TR,Agriculture & Vegetation — Tree (generic),FD_VE,Food & Drink — Vegetables,AV_TR,Agriculture & Vegetation — Tree (generic),AV_TR,Agriculture & Vegetation — Tree (generic),YES,YES
PDR1718,*śī-,to give,1-all-three-agree,PT_GI,Possession & Trade — to Give,SO_HA,"Social Relations — to Help, Aid",PT_GI,Possession & Trade — to Give,PT_GI,Possession & Trade — to Give,YES,YES
PDR1719,*sīk- (??),green,1-all-three-agree,SP_GR,Sense Perception — Green,TI_YG,Time — Young,SP_GR,Sense Perception — Green,SP_GR,Sense Perception — Green,YES,YES
PDR1720,*sīp-,upper belly,3-llm-alone,BP_FC,Body Parts & Functions — Front of Chest,BP_BS,"Body Parts & Functions — Belly, Stomach",BP_BS,"Body Parts & Functions — Belly, Stomach",BP_NV,Body Parts & Functions — Navel,,
PDR1721,*śīr-,a k. of rat,1-all-three-agree,AN_MO,Animals — Mouse,AN_AN,Animals — Animal,AN_MO,Animals — Mouse,AN_MO,Animals — Mouse,YES,YES
PDR1722,*śīr,nit,3-llm-alone,AN_IN,Animals — Insect,BP_HA,Body Parts & Functions — Hair,TI_NG,Time — Night,CA_CB,Clothing & Adornment — Comb,,
PDR1723,*sīr- (*ś-),root,1-all-three-agree,AV_RO,Agriculture & Vegetation — Root,AV_PN,"Agriculture & Vegetation — Plant, Herb",AV_RO,Agriculture & Vegetation — Root,AV_RO,Agriculture & Vegetation — Root,YES,YES
PDR1724,*Sīr-[ēk-],chironji tree,2-llm-plus-one,AV_TR,Agriculture & Vegetation — Tree (generic),FD_NT,Food & Drink — Nut,PW_TR,"Physical World — Tree, Oak",AV_TR,Agriculture & Vegetation — Tree (generic),,YES
PDR1725,*sjēr[_]-,handful,3-llm-alone,BP_HN,Body Parts & Functions — Hand,QN_QN,"Quantity & Number — Amount, Quantity",QN_LF,"Quantity & Number — Few, Little",QN_LF,"Quantity & Number — Few, Little",,
PDR1726,*sog-,beauty,1-all-three-agree,EM_BF,Emotion — Beautiful,SP_BR,Sense Perception — Bright,EM_BF,Emotion — Beautiful,EM_BF,Emotion — Beautiful,YES,YES
PDR1727,*śoj-,porcupine,3-llm-alone,AN_IN,Animals — Insect,AN_AN,Animals — Animal,AN_SW,Animals — Swine,AN_HN,Animals — Hen,,
PDR1728,*s(́)ojd-,ant,2-llm-plus-one,AN_IN,Animals — Insect,AN_AN,Animals — Animal,AN_EL,Animals — Elephant,AN_IN,Animals — Insect,,YES
PDR1729,*so-k-,to climb,2-llm-plus-one,MO_RI,Motion & Transportation — to Rise,MO_GO,Motion & Transportation — to Go,MO_RL,"Motion & Transportation — to Lift, Raise",MO_RI,Motion & Transportation — to Rise,,YES
PDR1730,*śol-,fireplace,1-all-three-agree,DF_FP,"Dwellings & Furniture — Hearth, Fireplace",PA_TO,Physical Acts & Materials — Tool,DF_FP,"Dwellings & Furniture — Hearth, Fireplace",DF_FP,"Dwellings & Furniture — Hearth, Fireplace",YES,YES
PDR1731,*Sol-,mouth (pointed),1-all-three-agree,BP_MO,Body Parts & Functions — Mouth,AN_BI,Animals — Bird,BP_MO,Body Parts & Functions — Mouth,BP_MO,Body Parts & Functions — Mouth,YES,YES
PDR1732,*sol-,"to peel, strip (bark)",2-llm-plus-one,PA_CU,Physical Acts & Materials — to Cut,PA_TE,Physical Acts & Materials — to Tear,PA_RU,Physical Acts & Materials — to Rub,PA_CU,Physical Acts & Materials — to Cut,,YES
PDR1733,*Soṭ-,"defect, fault",2-llm-plus-one,EM_FA,"Emotion — Fault, Guilt",EM_ME,"Emotion — Error, Mistake",EM_FA,"Emotion — Fault, Guilt",PA_BK,Physical Acts & Materials — to Break,YES,
PDR1734,*śovar,salt,1-all-three-agree,FD_SL,Food & Drink — Salt,SP_SA,Sense Perception — Salty,FD_SL,Food & Drink — Salt,FD_SL,Food & Drink — Salt,YES,YES
PDR1735,*śō-,to get out; to drive away,3-llm-alone,MO_GO,Motion & Transportation — to Go,MO_RI,Motion & Transportation — to Rise,MO_FE,Motion & Transportation — to Flee,MO_GA,"Motion & Transportation — to Depart, Go Away",,
PDR1736,*sōk-,to be possessed; devil,3-llm-alone,RB_DM,"Religion & Beliefs — Demon, Evil Spirit",RB_GP,"Religion & Beliefs — Ghost, Specter, Phantom",RB_DE,Religion & Beliefs — Devil,PT_SG,"Possession & Trade — to Grasp, Seize, Take Hold of",,
PDR1737,*sōl-,"loose, slack; to faint",3-llm-alone,SR_RL,"Spatial Relations — to Remain, be Left Over",BP_WE,"Body Parts & Functions — Weak, Infirm",BP_YG,"Body Parts & Functions — to Gape, Yawn",PA_SO,"Physical Acts & Materials — to Strew, Spread Out",,
PDR1738,*sōn-,"rain, drizzle, rainclouds",1-all-three-agree,PW_RA,Physical World — Rain (n),PW_MI,"Physical World — Mist, Fog, Haze",PW_RA,Physical World — Rain (n),PW_RA,Physical World — Rain (n),YES,YES
PDR1739,*sōr-,mountain,1-all-three-agree,PW_MH,"Physical World — Hill, Mountain",PW_PF,"Physical World — Plain, Field",PW_MH,"Physical World — Hill, Mountain",PW_MH,"Physical World — Hill, Mountain",YES,YES
PDR1740,*Suj-,breath,1-all-three-agree,BP_BB,Body Parts & Functions — to Breathe; Breath,BP_LL,Body Parts & Functions — to Live; Living; Life,BP_BB,Body Parts & Functions — to Breathe; Breath,BP_BB,Body Parts & Functions — to Breathe; Breath,YES,YES
PDR1741,*śup-,salt,1-all-three-agree,FD_SL,Food & Drink — Salt,SP_SA,Sense Perception — Salty,FD_SL,Food & Drink — Salt,FD_SL,Food & Drink — Salt,YES,YES
PDR1742,*suṟ-,whirlwind,1-all-three-agree,PW_WI,"Physical World — Wind, Breeze",PW_AI,"Physical World — Air, Ether",PW_WI,"Physical World — Wind, Breeze",PW_WI,"Physical World — Wind, Breeze",YES,YES
PDR1743,*sut-,hammer,1-all-three-agree,PA_HA,Physical Acts & Materials — Hammer (n),PA_TO,Physical Acts & Materials — Tool,PA_HA,Physical Acts & Materials — Hammer (n),PA_HA,Physical Acts & Materials — Hammer (n),YES,YES
PDR1744,*śut-[Vk]-,to wash,1-all-three-agree,PA_WA,Physical Acts & Materials — to Wash,PA_MA,"Physical Acts & Materials — to Do, Make",PA_WA,Physical Acts & Materials — to Wash,PA_WA,Physical Acts & Materials — to Wash,YES,YES
PDR1745,*sūḏ-,stale,3-llm-alone,FD_FD,Food & Drink — Food,SP_BD,"Sense Perception — Stinking, Bad Smelling",TI_OL,Time — Old,TI_OL,Time — Old,,
PDR1746,*sūṟ-ai (*-ḏ-),"plunder, robbery",1-all-three-agree,PT_RR,Possession & Trade — to Rob; Robber,WH_BS,"Warfare & Hunting — Spoils, Booty",PT_RR,Possession & Trade — to Rob; Robber,PT_RR,Possession & Trade — to Rob; Robber,YES,YES
PDR1747,*sūṭ-,to show; to point at,1-all-three-agree,SP_SW,Sense Perception — to Show,MT_IN,"Mind & Thought — Idea, Notion",SP_SW,Sense Perception — to Show,SP_SW,Sense Perception — to Show,YES,YES
PDR1748,*sū̆ṭ-,"intelligent, methodical",2-llm-plus-one,MT_IR,"Mind & Thought — Reason, Intelligence",MT_WI,Mind & Thought — Wise,MT_IR,"Mind & Thought — Reason, Intelligence",MT_WI,Mind & Thought — Wise,YES,
PDR1749,*ta-,to bring; to give to 1st/2nd p.,2-llm-plus-one,MO_BG,Motion & Transportation — to Bring,MO_LE,Motion & Transportation — to Lead,PT_GI,Possession & Trade — to Give,MO_BG,Motion & Transportation — to Bring,,YES
PDR1750,*tabb-,to grope,3-llm-alone,SP_TV,Sense Perception — to Touch,SP_FO,Sense Perception — to Feel of,TI_SP,Time — Spring,EM_DE,Emotion — to Desire,,
PDR1751,*taḍap-,"strip of cloth, waistcloth",3-llm-alone,CA_CC,"Clothing & Adornment — Clothes, Clothing",CA_CL,Clothing & Adornment — Cloth,CA_CL,Clothing & Adornment — Cloth,CA_CL,Clothing & Adornment — Cloth,,
PDR1752,*taḍ-av-,"to grope, feel",2-llm-plus-one,SP_TV,Sense Perception — to Touch,SP_FO,Sense Perception — to Feel of,EM_EF,"Emotion — Feeling, Emotion",SP_TV,Sense Perception — to Touch,,YES
PDR1753,*tag-,"proper, suitable; to fit",3-llm-alone,EM_GD,Emotion — Good,MT_IR,"Mind & Thought — Reason, Intelligence",CA_TA,"Clothing & Adornment — Tailor, Seamstress",CA_TA,"Clothing & Adornment — Tailor, Seamstress",,
PDR1754,*tagar-,ram,1-all-three-agree,AN_RA,Animals — Ram,AN_SH,Animals — Sheep,AN_RA,Animals — Ram,AN_RA,Animals — Ram,YES,YES
PDR1755,*tagar- (?),tin,1-all-three-agree,PA_TT,"Physical Acts & Materials — Tin, Tin-Plate",PA_IR,Physical Acts & Materials — Iron,PA_TT,"Physical Acts & Materials — Tin, Tin-Plate",PA_TT,"Physical Acts & Materials — Tin, Tin-Plate",YES,YES
PDR1756,*taK-,to touch,1-all-three-agree,SP_TV,Sense Perception — to Touch,MO_AR,"Motion & Transportation — to Reach, Arrive",SP_TV,Sense Perception — to Touch,SP_TV,Sense Perception — to Touch,YES,YES
PDR1757,*tàl-,head,1-all-three-agree,BP_HE,Body Parts & Functions — Head,SR_TO,Spatial Relations — Top,BP_HE,Body Parts & Functions — Head,BP_HE,Body Parts & Functions — Head,YES,YES
PDR1758,*taḷ-,"mother, female",2-llm-plus-one,MK_MO,Mankind — Mother,MK_WO,Mankind — Woman,MK_FS,Mankind — Female,MK_MO,Mankind — Mother,,YES
PDR1759,*taḷ-,"to bind, chain",1-all-three-agree,PA_BI,Physical Acts & Materials — to Bind,PA_CH,Physical Acts & Materials — Chain (n),PA_BI,Physical Acts & Materials — to Bind,PA_BI,Physical Acts & Materials — to Bind,YES,YES
PDR1760,*taḷ-,"to push off, remove",1-all-three-agree,MO_PS,"Motion & Transportation — to Push, Shove",PA_CU,Physical Acts & Materials — to Cut,MO_PS,"Motion & Transportation — to Push, Shove",MO_PS,"Motion & Transportation — to Push, Shove",YES,YES
PDR1761,*taḷ-,"to bloom, sprout",2-llm-plus-one,AV_FL,Agriculture & Vegetation — Flower,MO_RI,Motion & Transportation — to Rise,AV_SS,Agriculture & Vegetation — to Sow; Seed,AV_FL,Agriculture & Vegetation — Flower,,YES
PDR1762,*tal-,"agitation, commotion",3-llm-alone,EM_AN,Emotion — Anxiety,EM_EF,"Emotion — Feeling, Emotion",SO_SQ,"Social Relations — Strife, Quarrel",EM_AG,Emotion — Anger,,
PDR1763,*taḷ-,"to move, shake, stagger",1-all-three-agree,MO_SH,Motion & Transportation — to Shake,MO_MO,Motion & Transportation — to Move,MO_SH,Motion & Transportation — to Shake,MO_SH,Motion & Transportation — to Shake,YES,YES
PDR1764,"*taḷ-, *taḷtaḷ-","to shine, shining, glitter",2-llm-plus-one,SP_SH,"Sense Perception — to Shine, Glisten",PW_LG,Physical World — Light,EM_GL,"Emotion — Fame, Glory",SP_SH,"Sense Perception — to Shine, Glisten",,YES
PDR1765,*t-amp-,younger brother,3-llm-alone,MK_BR,Mankind — Brother,MK_BS,Mankind — Sibling(s),MK_BS,Mankind — Sibling(s),MK_NE,Mankind — Nephew,,
PDR1766,*taṇ-,to kick,2-llm-plus-one,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",WH_FI,Warfare & Hunting — to Fight,WH_FI,Warfare & Hunting — to Fight,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",,YES
PDR1767,*taṇ-,1 cold 2 satisfied,2-llm-plus-one,SP_CD,"Sense Perception — Cold, Frigid",EM_JY,Emotion — Joy,QN_ON,Quantity & Number — One,SP_CD,"Sense Perception — Cold, Frigid",,YES
PDR1768,*taṇ-,"rich, abundant",3-llm-alone,QN_MM,"Quantity & Number — Much, Many",SR_GW,Spatial Relations — to Grow,PT_RC,Possession & Trade — Rich,PT_WR,"Possession & Trade — Wealth, Riches",,
PDR1769,*tanḍ-,to obstruct; obstruction,2-llm-plus-one,SO_HP,"Social Relations — to Hinder, Prevent",PT_HI,"Possession & Trade — to Harm, Injure, Damage",SR_HC,"Spatial Relations — to Hide, Conceal",SO_HP,"Social Relations — to Hinder, Prevent",,YES
PDR1770,*tanḍ-,"mass, herd; troops",3-llm-alone,QN_MC,"Quantity & Number — Crowd, Multitude",WH_AR,Warfare & Hunting — Army,WH_AR,Warfare & Hunting — Army,AN_HE,Animals — Herdsman,,
PDR1771,*tanḍ-,to collect,3-llm-alone,SR_CG,"Spatial Relations — to Gather, Collect",QN_MC,"Quantity & Number — Crowd, Multitude",PT_GO,"Possession & Trade — to Get, Obtain",PT_PU,Possession & Trade — Purse,,
PDR1772,*t-anḏ-,father,1-all-three-agree,MK_FA,Mankind — Father,MK_PA,Mankind — Parent(s),MK_FA,Mankind — Father,MK_FA,Mankind — Father,YES,YES
PDR1773,*taṇk- (?),liver,1-all-three-agree,BP_LV,Body Parts & Functions — Liver,BP_BO,Body Parts & Functions — Body,BP_LV,Body Parts & Functions — Liver,BP_LV,Body Parts & Functions — Liver,YES,YES
PDR1774,*taŋ-/*tak-,to remain; to stay,2-llm-plus-one,SR_RM,"Spatial Relations — to Stay, Wait, Remain",MO_SH,Motion & Transportation — to Shake,PT_KR,"Possession & Trade — to Keep, Retain",SR_RM,"Spatial Relations — to Stay, Wait, Remain",,YES
PDR1775,*tap-,to make mistakes,3-llm-alone,MT_ME,Mind & Thought — Meaning,EM_FA,"Emotion — Fault, Guilt",MT_IP,"Mind & Thought — Purpose, Intention",EM_ME,"Emotion — Error, Mistake",,
PDR1776,*tap-,to strike,1-all-three-agree,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",BP_KI,Body Parts & Functions — to Kill,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",YES,YES
